test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_006953	XLOC_006953	VIT_13s0158g00080	13:20963410-20967558	Red_FruitPeel	White_FruitPeel	OK	0.177323	7.40287	5.38363	4.82142	0.0018	0.00629766	yes
XLOC_029761	XLOC_029761	VIT_09s0018g01360	9:18329365-18338283	Red_FruitPeel	White_FruitPeel	OK	0.292477	12.2255	5.38543	7.85987	0.00005	0.000248658	yes
XLOC_020413	XLOC_020413	VIT_04s0008g04060	4:3391757-3393275	Red_FruitPeel	White_FruitPeel	OK	3.12481	131.014	5.38981	16.5125	0.00005	0.000248658	yes
XLOC_015030	XLOC_015030	CKX5	18:11256634-11261569	Red_FruitPeel	White_FruitPeel	OK	0.456234	19.3228	5.40438	9.58701	0.00005	0.000248658	yes
XLOC_009895	XLOC_009895	VIT_15s0048g01750	15:15946905-15948451	Red_FruitPeel	White_FruitPeel	OK	0.688521	31.5775	5.51925	8.56747	0.00005	0.000248658	yes
XLOC_023920	XLOC_023920	VIT_06s0004g04640	6:5615799-5616794	Red_FruitPeel	White_FruitPeel	OK	2.08802	97.5761	5.54632	8.65097	0.00005	0.000248658	yes
XLOC_024085	XLOC_024085	VIT_06s0004g07680	6:8478429-8480638	Red_FruitPeel	White_FruitPeel	OK	0.295135	13.8568	5.55308	7.82027	0.0001	0.000471836	yes
XLOC_021036	XLOC_021036	CYP711A1	4:915912-919492	Red_FruitPeel	White_FruitPeel	OK	0.0958372	4.59015	5.58181	3.57869	0.01945	0.0485048	yes
XLOC_019080	XLOC_019080	VIT_03s0063g01480	3:4928362-4930341	Red_FruitPeel	White_FruitPeel	OK	0.144972	7.07567	5.60902	4.89902	0.01515	0.0395218	yes
XLOC_006754	XLOC_006754	VIT_13s0106g00230	13:9684997-9717788	Red_FruitPeel	White_FruitPeel	OK	0.200723	10.1831	5.66483	7.67624	0.00005	0.000248658	yes
XLOC_029208	XLOC_029208	VIT_09s0054g00190	9:20391105-20391704	Red_FruitPeel	White_FruitPeel	OK	1.53857	79.8214	5.69712	4.24815	0.001	0.00375133	yes
XLOC_015387	XLOC_015387	VIT_18s0041g00560	18:25024971-25027422	Red_FruitPeel	White_FruitPeel	OK	0.383281	19.963	5.70278	8.03558	0.00005	0.000248658	yes
XLOC_014075	XLOC_014075	BGAL5	18:11286529-11293739	Red_FruitPeel	White_FruitPeel	OK	2.62198	141.421	5.75319	24.9645	0.00005	0.000248658	yes
XLOC_005762	XLOC_005762	VIT_13s0067g01980	13:1101295-1101802	Red_FruitPeel	White_FruitPeel	OK	1.87033	121.649	6.02329	5.64629	0.00755	0.0218999	yes
XLOC_005714	XLOC_005714	VIT_13s0067g00110	13:98016-102351	Red_FruitPeel	White_FruitPeel	OK	0.378293	24.83	6.03644	10.7644	0.00005	0.000248658	yes
XLOC_007084	XLOC_007084	VIT_13s0156g00460,VIT_13s0156g00470	13:24098838-24217673	Red_FruitPeel	White_FruitPeel	OK	0.940884	63.2804	6.0716	5.01877	0.00085	0.00325303	yes
XLOC_026341	XLOC_026341	VIT_07s0005g06090,VIT_07s0005g06110	7:10873331-10894205	Red_FruitPeel	White_FruitPeel	OK	0.184782	13.6528	6.20723	5.06002	0.00075	0.00291026	yes
XLOC_009732	XLOC_009732	VIT_15s0021g00540	15:10194177-10194877	Red_FruitPeel	White_FruitPeel	OK	0.795462	65.7461	6.36897	7.31634	0.00015	0.000683796	yes
XLOC_000725	XLOC_000725	VIT_01s0146g00070	1:21864316-21867483	Red_FruitPeel	White_FruitPeel	OK	0.627956	57.3833	6.51382	9.62956	0.00005	0.000248658	yes
XLOC_005055	XLOC_005055	AtGH9B8	12:6169978-6177829	Red_FruitPeel	White_FruitPeel	OK	0.196217	18.7521	6.57845	7.28183	0.00125	0.0045731	yes
XLOC_029219	XLOC_029219	VIT_09s0054g00430	9:20967468-20968396	Red_FruitPeel	White_FruitPeel	OK	0.3663	35.6501	6.60473	6.20219	0.00755	0.0218999	yes
XLOC_023752	XLOC_023752	VIT_06s0004g01450	6:1774443-1783726	Red_FruitPeel	White_FruitPeel	OK	0.106033	11.3524	6.74234	5.80341	0.00205	0.00705009	yes
XLOC_027600	XLOC_027600	VIT_08s0007g08330	8:21672949-21675646	Red_FruitPeel	White_FruitPeel	OK	0.138562	15.2323	6.78046	6.12032	0.01515	0.0395218	yes
XLOC_009252	XLOC_009252	VIT_14s0108g00740	14:29446313-29447909	Red_FruitPeel	White_FruitPeel	OK	4.6372	552.458	6.89647	18.4047	0.00005	0.000248658	yes
XLOC_019722	XLOC_019722	VIT_03s0063g02340	3:5579513-5581225	Red_FruitPeel	White_FruitPeel	OK	1.00683	123.704	6.94094	14.2069	0.00005	0.000248658	yes
XLOC_008437	XLOC_008437	VIT_14s0060g02000	14:1608036-1610312	Red_FruitPeel	White_FruitPeel	OK	0.366037	48.1856	7.04047	7.82781	0.0041	0.0129451	yes
XLOC_024958	XLOC_024958	VIT_06s0061g00730	6:18257634-18258750	Red_FruitPeel	White_FruitPeel	OK	1.4305	215.98	7.23823	12.7788	0.00005	0.000248658	yes
XLOC_025373	XLOC_025373	VIT_07s0005g00730	7:3365324-3368216	Red_FruitPeel	White_FruitPeel	OK	0.794795	126.144	7.31028	15.7127	0.00005	0.000248658	yes
XLOC_027301	XLOC_027301	VIT_08s0007g01300	8:15397725-15399616	Red_FruitPeel	White_FruitPeel	OK	0.147356	24.5649	7.38115	6.62959	0.01515	0.0395218	yes
XLOC_019361	XLOC_019361	VIT_03s0017g01410	3:17433231-17434416	Red_FruitPeel	White_FruitPeel	OK	2.79534	497.33	7.47504	20.396	0.00005	0.000248658	yes
XLOC_004965	XLOC_004965	VIT_12s0028g03230	12:3973664-3978181	Red_FruitPeel	White_FruitPeel	OK	0.167455	51.6689	8.26938	4.91534	0.0002	0.000888169	yes
XLOC_018944	XLOC_018944	VIT_03s0038g03130	3:2246346-2248852	Red_FruitPeel	White_FruitPeel	OK	0.376419	327.567	9.76524	15.3033	0.00005	0.000248658	yes
