test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_000247	XLOC_000247	VIT_01s0011g05190	1:4828441-4841849	Black_FruitPeel	White_FruitPeel	OK	2.20986	71.1877	5.0096	12.1502	0.00005	0.000248658	yes
XLOC_006307	XLOC_006307	VIT_13s0064g00410	13:21985279-21986521	Black_FruitPeel	White_FruitPeel	OK	0.286046	9.27778	5.01946	5.63493	0.0032	0.010431	yes
XLOC_012936	XLOC_012936	VIT_17s0000g01080	17:755872-758036	Black_FruitPeel	White_FruitPeel	OK	1.48212	49.7622	5.06932	9.27224	0.00005	0.000248658	yes
XLOC_008884	XLOC_008884	TBL19	14:22465089-22468501	Black_FruitPeel	White_FruitPeel	OK	1.06175	38.2558	5.17117	13.2857	0.00005	0.000248658	yes
XLOC_023833	XLOC_023833	VIT_06s0004g02850	6:3578734-3580302	Black_FruitPeel	White_FruitPeel	OK	0.347496	12.8629	5.21007	5.51774	0.0046	0.0142834	yes
XLOC_023752	XLOC_023752	VIT_06s0004g01450	6:1774443-1783726	Black_FruitPeel	White_FruitPeel	OK	0.294463	11.3524	5.26877	8.9574	0.00005	0.000248658	yes
XLOC_003224	XLOC_003224	VIT_11s0065g00970,VIT_11s0065g00980	11:15035800-15046676	Black_FruitPeel	White_FruitPeel	OK	0.768006	29.7434	5.27531	3.67576	0.00005	0.000248658	yes
XLOC_028623	XLOC_028623	VIT_09s0002g00320	9:240599-244970	Black_FruitPeel	White_FruitPeel	OK	0.70237	27.8747	5.31058	11.4172	0.00005	0.000248658	yes
XLOC_004328	XLOC_004328	VIT_12s0059g00770	12:5575070-5578295	Black_FruitPeel	White_FruitPeel	OK	0.92501	36.7976	5.314	12.2836	0.00005	0.000248658	yes
XLOC_004444	XLOC_004444	XTH9	12:7708821-7710848	Black_FruitPeel	White_FruitPeel	OK	0.42013	17.0068	5.33913	6.10513	0.0016	0.00567959	yes
XLOC_014013	XLOC_014013	VIT_18s0001g11580	18:9865530-9867553	Black_FruitPeel	White_FruitPeel	OK	0.256016	10.6969	5.38482	7.30318	0.00005	0.000248658	yes
XLOC_028965	XLOC_028965	VIT_09s0002g07760	9:8048355-8298586	Black_FruitPeel	White_FruitPeel	OK	0.207148	8.77759	5.40509	3.03718	0.0114	0.0311206	yes
XLOC_013024	XLOC_013024	VIT_17s0000g02950	17:2721138-2722142	Black_FruitPeel	White_FruitPeel	OK	1.54222	66.0923	5.4214	10.6326	0.00005	0.000248658	yes
XLOC_007084	XLOC_007084	VIT_13s0156g00460,VIT_13s0156g00470	13:24098838-24217673	Black_FruitPeel	White_FruitPeel	OK	1.42827	63.2804	5.46942	4.99507	0.00005	0.000248658	yes
XLOC_025897	XLOC_025897	VIT_07s0031g02700,VIT_07s0031g02710	7:19143710-19155183	Black_FruitPeel	White_FruitPeel	OK	0.332172	14.9351	5.49063	2.46881	0.00005	0.000248658	yes
XLOC_007091	XLOC_007091	VIT_13s0156g00550	13:24230176-24233016	Black_FruitPeel	White_FruitPeel	OK	0.331025	17.2509	5.70359	11.0013	0.00005	0.000248658	yes
XLOC_015030	XLOC_015030	CKX5	18:11256634-11261569	Black_FruitPeel	White_FruitPeel	OK	0.354302	19.3228	5.76918	8.35327	0.00005	0.000248658	yes
XLOC_000525	XLOC_000525	VIT_01s0182g00130	1:14162426-14167590	Black_FruitPeel	White_FruitPeel	OK	0.395321	22.8559	5.8534	11.9973	0.00005	0.000248658	yes
XLOC_007985	XLOC_007985	NIK1	14:22672468-22675655	Black_FruitPeel	White_FruitPeel	OK	0.305957	18.711	5.93442	8.20423	0.00015	0.000683796	yes
XLOC_018003	XLOC_018003	VIT_02s0012g02340	2:9295108-9300215	Black_FruitPeel	White_FruitPeel	OK	0.184746	12.4666	6.07639	6.11061	0.00095	0.00358767	yes
XLOC_003376	XLOC_003376	VIT_11s0016g00960	11:814149-817167	Black_FruitPeel	White_FruitPeel	OK	0.14177	9.84574	6.11787	6.57652	0.0018	0.00629766	yes
XLOC_019866	XLOC_019866	VIT_03s0088g00910	3:9119914-9130668	Black_FruitPeel	White_FruitPeel	OK	0.269876	19.8482	6.20057	5.16165	0.0132	0.0352594	yes
XLOC_001028	XLOC_001028	VIT_01s0011g05900,VIT_01s0011g05910,VIT_01s0011g05920	1:5663713-5683503	Black_FruitPeel	White_FruitPeel	OK	0.802452	60.1444	6.22787	10.9262	0.00005	0.000248658	yes
XLOC_022450	XLOC_022450	VIT_05s0062g00250	5:18409830-18411279	Black_FruitPeel	White_FruitPeel	OK	0.626985	47.9689	6.25753	9.09011	0.00005	0.000248658	yes
XLOC_019856	XLOC_019856	VIT_03s0088g00690,VIT_03s0088g00780,VIT_03s0088g00810	3:8895243-9045211	Black_FruitPeel	White_FruitPeel	OK	7.42201	577.34	6.28147	13.4743	0.00005	0.000248658	yes
XLOC_008531	XLOC_008531	VIT_14s0030g00220	14:4064961-4086276	Black_FruitPeel	White_FruitPeel	OK	0.141089	11.0852	6.29589	2.21362	0.0016	0.00567959	yes
XLOC_023226	XLOC_023226	VIT_05s0062g00610	5:18772212-18773855	Black_FruitPeel	White_FruitPeel	OK	0.937162	76.1769	6.34491	10.8359	0.00005	0.000248658	yes
XLOC_014666	XLOC_014666	LAX3	18:3380454-3383288	Black_FruitPeel	White_FruitPeel	OK	0.147699	12.5546	6.40941	5.32642	0.0132	0.0352594	yes
XLOC_023027	XLOC_023027	VIT_05s0049g00550	5:7567334-7654612	Black_FruitPeel	White_FruitPeel	OK	15.9957	1368.67	6.41894	8.07968	0.00005	0.000248658	yes
XLOC_015387	XLOC_015387	VIT_18s0041g00560	18:25024971-25027422	Black_FruitPeel	White_FruitPeel	OK	0.231253	19.963	6.43172	6.62691	0.0024	0.00809877	yes
XLOC_011745	XLOC_011745	EXL3	16:13411739-13412951	Black_FruitPeel	White_FruitPeel	OK	0.400223	35.3888	6.46634	7.7674	0.0007	0.0027369	yes
XLOC_011137	XLOC_011137	VIT_16s0022g00670	16:12049398-12054187	Black_FruitPeel	White_FruitPeel	OK	1.46825	159.252	6.76107	23.2745	0.00005	0.000248658	yes
XLOC_019775	XLOC_019775	VIT_03s0091g00420	3:6785234-6787059	Black_FruitPeel	White_FruitPeel	OK	0.329326	40.8251	6.9538	6.42135	0.00125	0.0045731	yes
XLOC_007928	XLOC_007928	VIT_14s0006g02570	14:20360561-20365553	Black_FruitPeel	White_FruitPeel	OK	0.382421	49.9359	7.02877	10.2179	0.00015	0.000683796	yes
XLOC_010234	XLOC_010234	VIT_15s0107g00160	15:8191591-8207369	Black_FruitPeel	White_FruitPeel	OK	0.587074	83.0748	7.14472	2.78973	0.0059	0.0177477	yes
XLOC_016773	XLOC_016773	VIT_19s0014g00580	19:581395-608004	Black_FruitPeel	White_FruitPeel	OK	6.49634	4302.65	9.37138	7.35715	0.00005	0.000248658	yes
XLOC_019121	XLOC_019121	VIT_03s0063g02360	3:5590645-5591735	Black_FruitPeel	White_FruitPeel	OK	0.511106	564.735	10.1097	10.3667	0.0046	0.0142834	yes
XLOC_022781	XLOC_022781	VIT_05s0020g00080,VIT_05s0020g00090,VIT_05s0020g00200,VIT_05s0020g00210	5:1975128-2092729	Black_FruitPeel	White_FruitPeel	OK	0.0279447	33.0251	10.2068	1.00631	0.00045	0.00184139	yes
